Idpt	xcoord	ycoord
821	783260.057133705	9921845.60709494
822	783263.057133705	9921841.60709494
823	783266.057133705	9921837.60709494
824	783269.057133705	9921833.60709494
825	783272.057133705	9921829.60709494
826	783275.057133705	9921825.60709494
827	783278.057133705	9921821.60709494
828	783281.057133705	9921817.60709494
829	783284.057133705	9921813.60709494
830	783287.057133705	9921809.60709494
831	783290.057133705	9921805.60709494
832	783293.057133705	9921801.60709494
833	783296.057133705	9921797.60709494
834	783299.057133705	9921793.60709494
835	783302.057133705	9921789.60709494
836	783305.057133705	9921785.60709494
837	783308.057133705	9921781.60709494
838	783311.057133705	9921777.60709494
839	783314.057133705	9921773.60709494
840	783317.057133705	9921769.60709494
841	783320.057133705	9921765.60709494
842	783323.057133705	9921761.60709494
843	783326.057133705	9921757.60709494
844	783329.057133705	9921753.60709494
845	783332.057133705	9921749.60709494
846	783335.057133705	9921745.60709494
847	783338.057133705	9921741.60709494
848	783341.057133705	9921737.60709494
849	783344.057133705	9921733.60709494
850	783347.057133705	9921729.60709494
851	783350.057133705	9921725.60709494
852	783353.057133705	9921721.60709494
853	783356.057133705	9921717.60709494
854	783359.057133705	9921713.60709494
855	783362.057133705	9921709.60709494
856	783365.057133705	9921705.60709494
857	783368.057133705	9921701.60709494
858	783371.057133705	9921697.60709494
859	783374.057133705	9921693.60709494
860	783377.057133705	9921689.60709494
861	783380.057133705	9921685.60709494
862	783383.057133705	9921681.60709494
863	783386.057133705	9921677.60709494
864	783389.057133705	9921673.60709494
865	783392.409838956	9921669.99109269
866	783396.649830476	9921667.34109799
867	783400.889821996	9921664.69110329
868	783405.129813516	9921662.04110859
869	783409.369805036	9921659.39111389
870	783413.609796556	9921656.74111919
871	783417.849788076	9921654.09112449
872	783422.089779596	9921651.44112979
873	783426.329771116	9921648.79113509
874	783430.569762636	9921646.14114039
875	783434.809754157	9921643.49114569
876	783439.049745676	9921640.84115099
877	783443.289737197	9921638.19115629
878	783447.529728717	9921635.54116159
879	783451.769720237	9921632.89116689
880	783456.009711757	9921630.24117219
881	783460.249703277	9921627.59117749
882	783464.489694797	9921624.94118279
883	783468.729686317	9921622.29118809
884	783472.969677837	9921619.64119339
885	783477.209669357	9921616.99119869
886	783481.449660877	9921614.34120399
887	783485.689652397	9921611.69120929
888	783489.929643917	9921609.04121459
889	783494.169635437	9921606.39121989
890	783498.409626957	9921603.74122519
891	783502.649618477	9921601.09123049
892	783506.889609997	9921598.44123579
893	783511.129601517	9921595.79124109
894	783515.369593037	9921593.14124639
895	783519.609584557	9921590.49125169
896	783523.849576077	9921587.84125699
897	783528.089567597	9921585.19126229
898	783532.329559117	9921582.54126759
899	783536.569550637	9921579.89127289
900	783540.809542157	9921577.24127819
901	783545.049533677	9921574.59128349
902	783549.289525197	9921571.94128879
903	783553.529516717	9921569.29129409
904	783557.769508237	9921566.64129939
905	783562.009499757	9921563.99130469
906	783566.249491277	9921561.34130999
907	783570.489482797	9921558.69131529
908	783574.729474317	9921556.04132059
909	783578.969465837	9921553.39132589
910	783583.209457357	9921550.74133119
911	783587.449448877	9921548.09133649
912	783591.689440397	9921545.44134179
913	783595.929431917	9921542.79134709
914	783600.169423437	9921540.14135239
915	783604.409414957	9921537.49135769
916	783608.649406477	9921534.84136299
917	783612.889397997	9921532.19136829
918	783617.129389517	9921529.54137359
919	783621.369381038	9921526.89137889
920	783625.609372557	9921524.24138419
921	783629.849364078	9921521.59138949
922	783634.089355598	9921518.94139479
923	783638.329347118	9921516.29140009
924	783642.569338638	9921513.64140539
925	783646.809330158	9921510.99141069
926	783651.049321678	9921508.34141599
927	783655.289313198	9921505.69142129
928	783659.529304718	9921503.04142659
929	783663.769296238	9921500.39143189
930	783668.009287758	9921497.74143719
931	783672.249279278	9921495.09144249
932	783676.489270798	9921492.44144779
933	783680.729262318	9921489.79145309
934	783684.969253838	9921487.14145839
935	783689.209245358	9921484.49146369
936	783693.449236878	9921481.84146899
937	783697.689228398	9921479.19147429
938	783701.929219918	9921476.54147959
939	783706.169211438	9921473.89148489
940	783710.409202958	9921471.24149019
941	783714.649194478	9921468.59149549
942	783718.889185998	9921465.94150079
943	783723.129177518	9921463.29150609
944	783727.369169038	9921460.64151139
945	783731.609160558	9921457.99151669
946	783735.849152078	9921455.34152199
947	783740.089143598	9921452.69152729
948	783744.329135118	9921450.04153259
949	783748.569126638	9921447.39153789
950	783752.809118158	9921444.74154319
951	783757.049109678	9921442.09154849
952	783761.289101198	9921439.44155379
953	783765.529092718	9921436.79155909
954	783769.769084238	9921434.14156439
955	783774.009075758	9921431.49156969
956	783778.249067278	9921428.84157499
957	783782.489058798	9921426.19158029
958	783786.729050318	9921423.54158559
959	783790.969041838	9921420.89159089
960	783795.209033358	9921418.24159619
961	783799.449024878	9921415.59160149
962	783803.689016399	9921412.94160679
963	783807.929007919	9921410.29161209
964	783812.168999439	9921407.64161739
965	783816.408990959	9921404.99162269
966	783820.648982479	9921402.34162799
967	783824.888973999	9921399.69163329
968	783829.128965519	9921397.04163859
969	783833.368957039	9921394.39164389
970	783837.608948559	9921391.74164919
971	783841.848940079	9921389.09165449
972	783846.088931599	9921386.44165979
973	783850.328923119	9921383.79166509
974	783854.568914639	9921381.14167039
975	783858.808906159	9921378.49167569
976	783863.048897679	9921375.84168099
977	783867.288889199	9921373.19168629
978	783871.528880719	9921370.54169159
979	783875.768872239	9921367.89169689
980	783880.008863759	9921365.24170219
981	783884.248855279	9921362.59170749
982	783888.488846799	9921359.94171279
983	783892.728838319	9921357.29171809
984	783896.968829839	9921354.64172339
985	783901.208821359	9921351.99172869
986	783905.448812879	9921349.34173399
987	783909.688804399	9921346.69173929
988	783913.928795919	9921344.04174459
989	783918.168787439	9921341.39174989
990	783922.408778959	9921338.74175519
991	783926.648770479	9921336.09176049
992	783930.888761999	9921333.44176579
993	783935.128753519	9921330.79177109
994	783939.368745039	9921328.14177639
995	783943.608736559	9921325.49178169
996	783947.848728079	9921322.84178699
997	783952.088719599	9921320.19179229
998	783956.328711119	9921317.54179759
999	783960.568702639	9921314.89180289
1000	783964.808694159	9921312.24180819
1001	783969.048685679	9921309.59181349
1002	783973.2886772	9921306.94181879
1003	783977.528668719	9921304.29182409
1004	783981.76866024	9921301.64182939
1005	783986.008651759	9921298.99183469
1006	783990.24864328	9921296.34183999
1007	783994.4886348	9921293.69184529
1008	783998.72862632	9921291.04185059
1009	784002.96861784	9921288.39185589
1010	784007.20860936	9921285.74186119
1011	784011.44860088	9921283.09186649
1012	784015.6885924	9921280.44187179
1013	784019.92858392	9921277.79187709
1014	784024.16857544	9921275.14188239
1015	784028.40856696	9921272.49188769
1016	784032.64855848	9921269.84189299
1017	784036.88855	9921267.19189829
1018	784041.12854152	9921264.54190359
1019	784045.36853304	9921261.89190889
1020	784049.60852456	9921259.24191419
1021	784053.84851608	9921256.59191949
1022	784058.0885076	9921253.94192479
1023	784062.32849912	9921251.29193009
1024	784066.56849064	9921248.64193539
1025	784070.80848216	9921245.99194069
1026	784075.04847368	9921243.34194599
1027	784079.2884652	9921240.69195129
1028	784083.52845672	9921238.04195659
1029	784087.76844824	9921235.39196189
1030	784092.00843976	9921232.74196719
1031	784096.24843128	9921230.09197249
1032	784100.4884228	9921227.44197779
1033	784104.72841432	9921224.79198309
1034	784108.96840584	9921222.14198839
1035	784113.20839736	9921219.49199369
1036	784117.44838888	9921216.84199899
1037	784121.6883804	9921214.19200429
1038	784125.92837192	9921211.54200959
1039	784130.16836344	9921208.89201489
1040	784134.40835496	9921206.24202019
1041	784138.64834648	9921203.59202549
1042	784143.070009119	9921201.31832116
1043	784147.782147846	9921199.64627193
1044	784152.494286574	9921197.97422271
1045	784157.206425301	9921196.30217348
1046	784161.918564028	9921194.63012425
1047	784166.630702756	9921192.95807503
1048	784171.342841483	9921191.2860258
1049	784176.054980211	9921189.61397658
1050	784180.767118938	9921187.94192735
1051	784185.479257665	9921186.26987812
1052	784190.191396393	9921184.5978289
1053	784194.90353512	9921182.92577967
1054	784199.615673848	9921181.25373045
1055	784204.327812575	9921179.58168122
1056	784209.039951302	9921177.909632
1057	784213.75209003	9921176.23758277
1058	784218.464228757	9921174.56553354
1059	784223.176367485	9921172.89348432
1060	784227.888506212	9921171.22143509
1061	784232.600644939	9921169.54938587
1062	784237.312783667	9921167.87733664
1063	784242.024922394	9921166.20528742
1064	784246.737061122	9921164.53323819
1065	784251.449199849	9921162.86118896
1066	784256.161338576	9921161.18913974
1067	784260.873477304	9921159.51709051
1068	784265.585616031	9921157.84504129
1069	784270.297754759	9921156.17299206
1070	784275.009893486	9921154.50094283
1071	784279.722032214	9921152.82889361
1072	784284.434170941	9921151.15684438
1073	784289.146309668	9921149.48479516
1074	784293.858448396	9921147.81274593
1075	784298.570587123	9921146.1406967
1076	784303.282725851	9921144.46864748
1077	784307.994864578	9921142.79659825
1078	784312.707003305	9921141.12454903
1079	784317.419142033	9921139.4524998
1080	784322.13128076	9921137.78045058
1081	784326.843419488	9921136.10840135
1082	784331.555558215	9921134.43635212
1083	784336.267696942	9921132.7643029
1084	784340.97983567	9921131.09225367
1085	784345.691974397	9921129.42020445
1086	784350.404113125	9921127.74815522
1087	784355.116251852	9921126.076106
1088	784359.828390579	9921124.40405677
1089	784364.540529307	9921122.73200754
1090	784369.252668034	9921121.05995832
1091	784373.964806762	9921119.38790909
1092	784378.676945489	9921117.71585987
1093	784383.389084217	9921116.04381064
1094	784388.101222944	9921114.37176141
1095	784392.813361671	9921112.69971219
1096	784397.525500399	9921111.02766296
1097	784402.237639126	9921109.35561374
1098	784406.949777854	9921107.68356451
1099	784411.661916581	9921106.01151528
1100	784416.374055308	9921104.33946606
1101	784421.086194036	9921102.66741683
1102	784425.798332763	9921100.99536761
1103	784430.510471491	9921099.32331838
1104	784435.222610218	9921097.65126915
1105	784439.934748945	9921095.97921993
1106	784444.646887673	9921094.3071707
1107	784449.3590264	9921092.63512148
1108	784454.071165128	9921090.96307225
1109	784458.783303855	9921089.29102303
1110	784463.495442582	9921087.6189738
1111	784468.20758131	9921085.94692457
1112	784472.919720037	9921084.27487535
1113	784477.631858765	9921082.60282612
1114	784482.343997492	9921080.9307769
1115	784487.05613622	9921079.25872767
1116	784491.768274947	9921077.58667845
1117	784496.480413674	9921075.91462922
1118	784501.192552402	9921074.24257999
1119	784505.904691129	9921072.57053077
1120	784510.616829857	9921070.89848154
1121	784515.328968584	9921069.22643232
1122	784520.041107311	9921067.55438309
1123	784524.753246039	9921065.88233386
1124	784529.465384766	9921064.21028464
1125	784534.177523494	9921062.53823541
1126	784538.889662221	9921060.86618619
1127	784543.601800948	9921059.19413696
1128	784548.313939676	9921057.52208773
1129	784553.026078403	9921055.85003851
1130	784557.738217131	9921054.17798928
1131	784562.450355858	9921052.50594006
1132	784567.162494585	9921050.83389083
1133	784571.874633313	9921049.1618416
1134	784576.58677204	9921047.48979238
1135	784581.298910768	9921045.81774315
1136	784586.011049495	9921044.14569393
1137	784590.723188223	9921042.4736447
1138	784595.43532695	9921040.80159548
1139	784600.147465677	9921039.12954625
1140	784604.859604405	9921037.45749702
1141	784609.571743132	9921035.7854478
1142	784614.28388186	9921034.11339857
1143	784618.996020587	9921032.44134935
1144	784623.708159314	9921030.76930012
1145	784628.420298042	9921029.0972509
1146	784633.132436769	9921027.42520167
1147	784637.844575497	9921025.75315244
1148	784642.556714224	9921024.08110322
1149	784647.268852951	9921022.40905399
1150	784651.980991679	9921020.73700477
1151	784656.693130406	9921019.06495554
1152	784661.405269134	9921017.39290631
1153	784666.117407861	9921015.72085709
1154	784670.829546588	9921014.04880786
1155	784675.541685316	9921012.37675864
1156	784680.253824043	9921010.70470941
1157	784684.965962771	9921009.03266018
1158	784689.678101498	9921007.36061096
1159	784694.390240225	9921005.68856173
1160	784699.102378953	9921004.01651251
1161	784703.81451768	9921002.34446328
1162	784708.526656408	9921000.67241406
1163	784713.238795135	9920999.00036483
1164	784717.950933862	9920997.3283156
1165	784722.66307259	9920995.65626638
1166	784727.375211317	9920993.98421715
1167	784732.087350045	9920992.31216793
1168	784736.799488772	9920990.6401187
1169	784741.511627499	9920988.96806948
1170	784746.223766227	9920987.29602025
1171	784750.935904954	9920985.62397102
1172	784755.648043682	9920983.9519218
1173	784760.360182409	9920982.27987257
1174	784765.072321137	9920980.60782335
1175	784769.784459864	9920978.93577412
1176	784774.496598591	9920977.26372489
1177	784779.208737319	9920975.59167567
1178	784783.920876046	9920973.91962644
1179	784788.633014774	9920972.24757722
1180	784793.345153501	9920970.57552799
1181	784798.057292228	9920968.90347876
1182	784802.769430956	9920967.23142954
1183	784807.481569683	9920965.55938031
1184	784812.193708411	9920963.88733109
1185	784816.905847138	9920962.21528186
1186	784821.617985865	9920960.54323263
1187	784826.330124593	9920958.87118341
1188	784831.04226332	9920957.19913418
1189	784835.754402048	9920955.52708496
1190	784840.466540775	9920953.85503573
1191	784845.178679502	9920952.18298651
1192	784849.89081823	9920950.51093728
1193	784854.602956957	9920948.83888805
1194	784859.315095685	9920947.16683883
1195	784864.027234412	9920945.4947896
1196	784868.73937314	9920943.82274038
1197	784873.451511867	9920942.15069115
1198	784878.163650594	9920940.47864193
1199	784882.875789322	9920938.8065927
1200	784887.587928049	9920937.13454347
1201	784892.300066777	9920935.46249425
1202	784897.012205504	9920933.79044502
1203	784901.724344231	9920932.1183958
1204	784906.436482959	9920930.44634657
1205	784911.148621686	9920928.77429734
1206	784915.860760414	9920927.10224812
1207	784920.572899141	9920925.43019889
1208	784925.285037868	9920923.75814967
1209	784929.997176596	9920922.08610044
1210	784934.709315323	9920920.41405121
1211	784939.421454051	9920918.74200199
1212	784944.133592778	9920917.06995276
1213	784948.845731505	9920915.39790354
1214	784953.557870233	9920913.72585431
1215	784958.27000896	9920912.05380508
1216	784962.982147688	9920910.38175586
1217	784967.694286415	9920908.70970663
1218	784972.406425143	9920907.03765741
1219	784977.11856387	9920905.36560818
1220	784981.830702597	9920903.69355896
1221	784986.542841325	9920902.02150973
1222	784991.254980052	9920900.3494605
1223	784995.96711878	9920898.67741128
1224	785000.679257507	9920897.00536205
1225	785005.391396234	9920895.33331283
1226	785010.103534962	9920893.6612636
1227	785014.815673689	9920891.98921438
1228	785019.527812417	9920890.31716515
1229	785024.239951144	9920888.64511592
1230	785028.952089871	9920886.9730667
1231	785033.664228599	9920885.30101747
1232	785038.376367326	9920883.62896825
1233	785043.088506054	9920881.95691902
1234	785047.800644781	9920880.28486979
1235	785052.512783508	9920878.61282057
1236	785057.224922236	9920876.94077134
1237	785061.937060963	9920875.26872212
1238	785066.649199691	9920873.59667289
1239	785071.361338418	9920871.92462366
1240	785076.073477145	9920870.25257444
1241	785080.785615873	9920868.58052521
1242	785085.4977546	9920866.90847599
1243	785090.209893328	9920865.23642676
1244	785094.922032055	9920863.56437754
1245	785099.634170783	9920861.89232831
1246	785104.34630951	9920860.22027908
1247	785109.058448237	9920858.54822986
1248	785113.770586965	9920856.87618063
1249	785118.482725692	9920855.20413141
1250	785123.19486442	9920853.53208218
1251	785127.907003147	9920851.86003296
1252	785132.619141874	9920850.18798373
1253	785137.331280602	9920848.5159345
1254	785142.043419329	9920846.84388528
1255	785146.755558057	9920845.17183605
1256	785151.467696784	9920843.49978683
1257	785156.179835511	9920841.8277376
1258	785160.891974239	9920840.15568837
1259	785165.604112966	9920838.48363915
1260	785170.316251694	9920836.81158992
1261	785175.028390421	9920835.1395407
1262	785179.740529148	9920833.46749147
1263	785184.452667876	9920831.79544224
1264	785189.164806603	9920830.12339302
1265	785193.876945331	9920828.45134379
1266	785198.589084058	9920826.77929457
1267	785203.301222785	9920825.10724534
1268	785208.013361513	9920823.43519611
1269	785212.72550024	9920821.76314689
1270	785217.437638968	9920820.09109766
1271	785222.149777695	9920818.41904844
1272	785226.861916422	9920816.74699921
1273	785231.57405515	9920815.07494999
1274	785236.286193877	9920813.40290076
1275	785240.998332605	9920811.73085153
1276	785245.710471332	9920810.05880231
1277	785250.422610059	9920808.38675308
1278	785255.134748787	9920806.71470386
1279	785259.846887514	9920805.04265463
1280	785264.559026242	9920803.37060541
1281	785269.271164969	9920801.69855618
1282	785273.983303697	9920800.02650695
1283	785278.695442424	9920798.35445773
1284	785283.407581151	9920796.6824085
1285	785288.119719879	9920795.01035928
1286	785292.831858606	9920793.33831005
1287	785297.543997334	9920791.66626082
1288	785302.256136061	9920789.9942116
1289	785306.968274788	9920788.32216237
1290	785311.680413516	9920786.65011315
1291	785316.392552243	9920784.97806392
1292	785321.104690971	9920783.30601469
1293	785325.816829698	9920781.63396547
1294	785330.528968425	9920779.96191624
1295	785335.241107153	9920778.28986702
1296	785339.95324588	9920776.61781779
1297	785344.665384608	9920774.94576856
1298	785349.377523335	9920773.27371934
1299	785354.089662062	9920771.60167011
1300	785358.80180079	9920769.92962089
1301	785363.513939517	9920768.25757166
1302	785368.226078245	9920766.58552244
1303	785372.938216972	9920764.91347321
1304	785377.6503557	9920763.24142398
1305	785382.362494427	9920761.56937476
1306	785387.074633154	9920759.89732553
1307	785391.786771882	9920758.22527631
1308	785396.498910609	9920756.55322708
1309	785401.211049337	9920754.88117786
1310	785405.923188064	9920753.20912863
1311	785410.635326791	9920751.5370794
1312	785415.347465519	9920749.86503018
1313	785420.059604246	9920748.19298095
1314	785424.771742974	9920746.52093173
1315	785429.483881701	9920744.8488825
1316	785434.196020428	9920743.17683327
1317	785438.908159156	9920741.50478405
1318	785443.620297883	9920739.83273482
1319	785448.332436611	9920738.1606856
1320	785453.044575338	9920736.48863637
1321	785457.756714065	9920734.81658714
1322	785462.468852793	9920733.14453792
1323	785467.18099152	9920731.47248869
1324	785471.893130248	9920729.80043947
1325	785476.605268975	9920728.12839024
1326	785481.317407703	9920726.45634102
1327	785486.02954643	9920724.78429179
1328	785490.741685157	9920723.11224256
1329	785495.453823885	9920721.44019334
1330	785500.165962612	9920719.76814411
1331	785504.87810134	9920718.09609489
1332	785509.590240067	9920716.42404566
1333	785514.302378794	9920714.75199644
1334	785519.014517522	9920713.07994721
1335	785523.726656249	9920711.40789798
1336	785528.438794977	9920709.73584876
1337	785533.150933704	9920708.06379953
1338	785537.863072431	9920706.39175031
1339	785542.575211159	9920704.71970108
1340	785547.287349886	9920703.04765185
1341	785551.999488614	9920701.37560263
1342	785556.711627341	9920699.7035534
1343	785561.423766068	9920698.03150418
1344	785566.135904796	9920696.35945495
1345	785570.848043523	9920694.68740573
1346	785575.560182251	9920693.0153565
1347	785580.272320978	9920691.34330727
1348	785584.984459706	9920689.67125805
1349	785589.696598433	9920687.99920882
1350	785594.40873716	9920686.3271596
1351	785599.319836738	9920685.39361145
1352	785604.234197673	9920684.47216877
1353	785609.148558607	9920683.5507261
1354	785614.062919542	9920682.62928342
1355	785618.977280477	9920681.70784074
1356	785623.891641411	9920680.78639807
1357	785628.806002346	9920679.86495539
1358	785633.720363281	9920678.94351272
1359	785638.634724215	9920678.02207004
1360	785643.54908515	9920677.10062737
1361	785648.463446085	9920676.17918469
1362	785653.377807019	9920675.25774202
1363	785658.292167954	9920674.33629934
1364	785663.206528889	9920673.41485667
1365	785668.120889823	9920672.49341399
1366	785673.035250758	9920671.57197132
1367	785677.949611693	9920670.65052864
1368	785682.863972627	9920669.72908597
1369	785687.778333562	9920668.80764329
1370	785692.692694497	9920667.88620062
1371	785697.607055431	9920666.96475794
1372	785702.521416366	9920666.04331527
1373	785707.435777301	9920665.12187259
1374	785712.350138235	9920664.20042991
1375	785717.26449917	9920663.27898724
1376	785722.178860105	9920662.35754456
1377	785727.093221039	9920661.43610189
1378	785732.007581974	9920660.51465921
1379	785736.921942909	9920659.59321654
1380	785741.836303843	9920658.67177386
1381	785746.750664778	9920657.75033119
1382	785751.665025713	9920656.82888851
1383	785756.579386647	9920655.90744584
1384	785761.493747582	9920654.98600316
1385	785766.408108517	9920654.06456049
1386	785771.322469451	9920653.14311781
1387	785776.236830386	9920652.22167514
1388	785781.151191321	9920651.30023246
1389	785786.065552255	9920650.37878979
1390	785790.97991319	9920649.45734711
1391	785795.894274125	9920648.53590444
1392	785800.808635059	9920647.61446176
1393	785805.722995994	9920646.69301908
1394	785810.637356929	9920645.77157641
1395	785815.551717863	9920644.85013373
1396	785820.466078798	9920643.92869106
1397	785825.380439733	9920643.00724838
1398	785830.294800667	9920642.08580571
1399	785835.209161602	9920641.16436303
1400	785840.123522537	9920640.24292036
1401	785845.037883471	9920639.32147768
1402	785849.952244406	9920638.40003501
1403	785854.866605341	9920637.47859233
1404	785859.780966275	9920636.55714966
1405	785864.69532721	9920635.63570698
1406	785869.609688145	9920634.71426431
1407	785874.52404908	9920633.79282163
1408	785879.438410014	9920632.87137896
1409	785884.352770949	9920631.94993628
1410	785889.267131884	9920631.02849361
1411	785894.181492818	9920630.10705093
1412	785899.095853753	9920629.18560825
1413	785904.010214688	9920628.26416558
1414	785908.924575622	9920627.3427229
1415	785913.838936557	9920626.42128023
1416	785918.753297492	9920625.49983755
1417	785923.667658426	9920624.57839488
1418	785928.582019361	9920623.6569522
1419	785933.496380295	9920622.73550953
1420	785938.41074123	9920621.81406685
1421	785943.325102165	9920620.89262418
1422	785948.2394631	9920619.9711815
1423	785953.153824034	9920619.04973883
1424	785958.068184969	9920618.12829615
1425	785962.982545904	9920617.20685348
1426	785967.896906838	9920616.2854108
1427	785972.811267773	9920615.36396813
1428	785977.725628708	9920614.44252545
1429	785982.639989642	9920613.52108278
1430	785987.554350577	9920612.5996401
1431	785992.468711512	9920611.67819742
1432	785997.383072446	9920610.75675475
1433	786002.297433381	9920609.83531207
1434	786007.211794316	9920608.9138694
1435	786012.12615525	9920607.99242672
1436	786017.040516185	9920607.07098405
1437	786021.95487712	9920606.14954137
1438	786026.869238054	9920605.2280987
1439	786031.783598989	9920604.30665602
1440	786036.697959924	9920603.38521335
1441	786041.612320858	9920602.46377067
1442	786046.526681793	9920601.542328
1443	786051.441042728	9920600.62088532
1444	786056.355403662	9920599.69944265
1445	786061.269764597	9920598.77799997
1446	786066.184125532	9920597.8565573
1447	786071.098486466	9920596.93511462
1448	786076.012847401	9920596.01367195
1449	786080.927208336	9920595.09222927
1450	786085.84156927	9920594.17078659
1451	786090.755930205	9920593.24934392
1452	786095.67029114	9920592.32790124
1453	786100.584652074	9920591.40645857
1454	786105.499013009	9920590.48501589
1455	786110.413373944	9920589.56357322
1456	786115.327734878	9920588.64213054
1457	786120.242095813	9920587.72068787
1458	786125.156456748	9920586.79924519
1459	786130.070817682	9920585.87780252
1460	786134.985178617	9920584.95635984
1461	786139.899539552	9920584.03491717
1462	786144.813900486	9920583.11347449
1463	786149.728261421	9920582.19203182
1464	786154.642622356	9920581.27058914
1465	786159.55698329	9920580.34914647
1466	786164.471344225	9920579.42770379
1467	786169.38570516	9920578.50626112
1468	786174.300066094	9920577.58481844
1469	786179.214427029	9920576.66337577
1470	786184.128787964	9920575.74193309
1471	786189.043148898	9920574.82049041
1472	786193.957509833	9920573.89904774
1473	786198.871870768	9920572.97760506
1474	786203.786231702	9920572.05616239
1475	786208.700592637	9920571.13471971
1476	786213.614953572	9920570.21327704
1477	786218.529314506	9920569.29183436
1478	786223.443675441	9920568.37039169
1479	786228.358036376	9920567.44894901
1480	786233.27239731	9920566.52750634
1481	786238.186758245	9920565.60606366
1482	786243.10111918	9920564.68462099
1483	786248.015480114	9920563.76317831
1484	786252.929841049	9920562.84173564
1485	786257.844201984	9920561.92029296
1486	786262.758562918	9920560.99885029
1487	786267.672923853	9920560.07740761
1488	786272.587284788	9920559.15596494
1489	786277.501645722	9920558.23452226
1490	786282.416006657	9920557.31307958
1491	786287.330367592	9920556.39163691
1492	786292.244728526	9920555.47019423
1493	786297.159089461	9920554.54875156
1494	786302.073450396	9920553.62730888
1495	786306.98781133	9920552.70586621
1496	786311.902172265	9920551.78442353
1497	786316.8165332	9920550.86298086
1498	786321.730894134	9920549.94153818
1499	786326.645255069	9920549.02009551
1500	786331.559616004	9920548.09865283
1501	786336.473976939	9920547.17721016
1502	786341.388337873	9920546.25576748
1503	786346.331213862	9920545.75491092
1504	786351.324975556	9920546.004599
1505	786356.318737251	9920546.25428709
1506	786361.312498945	9920546.50397517
1507	786366.306260639	9920546.75366326
1508	786371.300022334	9920547.00335134
1509	786376.293784028	9920547.25303943
1510	786381.287545723	9920547.50272751
1511	786386.281307417	9920547.7524156
1512	786391.275069111	9920548.00210368
1513	786396.268830806	9920548.25179177
1514	786401.2625925	9920548.50147985
1515	786406.256354195	9920548.75116794
1516	786411.250115889	9920549.00085602
1517	786416.243877583	9920549.2505441
1518	786421.237639278	9920549.50023219
1519	786426.231400972	9920549.74992028
1520	786431.225162667	9920549.99960836
1521	786436.218924361	9920550.24929644
1522	786441.212686055	9920550.49898453
1523	786446.20644775	9920550.74867261
1524	786451.200209444	9920550.9983607
1525	786456.193971138	9920551.24804878
1526	786461.187732833	9920551.49773687
1527	786466.181494527	9920551.74742495
1528	786471.175256222	9920551.99711304
1529	786476.169017916	9920552.24680112
1530	786481.16277961	9920552.49648921
1531	786486.156541305	9920552.74617729
1532	786491.150302999	9920552.99586538
1533	786496.144064694	9920553.24555346
1534	786501.137826388	9920553.49524155
1535	786506.131588082	9920553.74492963
1536	786511.125349777	9920553.99461772
1537	786516.119111471	9920554.2443058
1538	786521.112873166	9920554.49399388
1539	786526.10663486	9920554.74368197
1540	786531.100396554	9920554.99337005
1541	786536.094158249	9920555.24305814
1542	786541.087919943	9920555.49274622
1543	786546.081681637	9920555.74243431
1544	786551.075443332	9920555.99212239
1545	786556.069205026	9920556.24181048
1546	786561.062966721	9920556.49149856
1547	786566.056728415	9920556.74118665
1548	786571.050490109	9920556.99087473
1549	786576.044251804	9920557.24056282
1550	786581.038013498	9920557.4902509
1551	786586.031775193	9920557.73993899
1552	786591.025536887	9920557.98962707
1553	786596.019298581	9920558.23931516
1554	786601.013060276	9920558.48900324
1555	786606.00682197	9920558.73869132
1556	786611.000583665	9920558.98837941
1557	786615.994345359	9920559.23806749
1558	786620.988107053	9920559.48775558
1559	786625.981868748	9920559.73744366
1560	786630.975630442	9920559.98713175
1561	786635.969392136	9920560.23681983
1562	786640.963153831	9920560.48650792
1563	786645.956915525	9920560.736196
1564	786650.95067722	9920560.98588409
1565	786655.944438914	9920561.23557217
1566	786660.938200608	9920561.48526026
1567	786665.931962303	9920561.73494834
1568	786670.925723997	9920561.98463643
1569	786675.919485692	9920562.23432451
1570	786680.913247386	9920562.48401259
1571	786685.90700908	9920562.73370068
1572	786690.900770775	9920562.98338876
1573	786695.894532469	9920563.23307685
1574	786700.888294164	9920563.48276493
1575	786705.882055858	9920563.73245302
1576	786710.875817552	9920563.9821411
1577	786715.869579247	9920564.23182919
1578	786720.863340941	9920564.48151727
1579	786725.857102635	9920564.73120536
1580	786730.85086433	9920564.98089344
1581	786735.844626024	9920565.23058153
1582	786740.838387719	9920565.48026961
1583	786745.832149413	9920565.7299577
1584	786750.825911107	9920565.97964578
1585	786755.819672802	9920566.22933387
1586	786760.813434496	9920566.47902195
1587	786765.807196191	9920566.72871003
1588	786770.800957885	9920566.97839812
1589	786775.794719579	9920567.22808621
1590	786780.788481274	9920567.47777429
1591	786785.782242968	9920567.72746237
1592	786790.776004663	9920567.97715046
1593	786795.769766357	9920568.22683854
1594	786800.763528051	9920568.47652663
1595	786805.757289746	9920568.72621471
1596	786810.75105144	9920568.9759028
1597	786815.744813135	9920569.22559088
1598	786820.738574829	9920569.47527897
1599	786825.732336523	9920569.72496705
1600	786830.726098218	9920569.97465514
1601	786835.719859912	9920570.22434322
1602	786840.713621606	9920570.47403131
1603	786845.707383301	9920570.72371939
1604	786850.701144995	9920570.97340748
1605	786855.69490669	9920571.22309556
1606	786860.688668384	9920571.47278365
1607	786865.682430078	9920571.72247173
