njear	nrios	ntramo	ndist	xcoor	ycoor	dx	dt
1	171	0	0	781190.230494	9922160.699494	30	0
1	171	0	45	781161.230494	9922131.699494	45	0
1	171	0	90	781132.230494	9922102.699494	45	0
1	171	0	120	781103.230494	9922102.699494	30	0
1	171	0	165	781074.230494	9922073.699494	45	0
1	171	0	195	781045.230494	9922073.699494	30	0
1	171	0	225	781016.230494	9922073.699494	30	0
1	171	0	270	780987.230494	9922102.699494	45	0
1	171	0	300	780958.230494	9922102.699494	30	0
1	171	0	330	780929.230494	9922102.699494	30	0
1	171	0	360	780900.230494	9922102.699494	30	0
1	171	0	405	780871.230494	9922131.699494	45	0
1	171	0	435	780842.230494	9922131.699494	30	0
1	171	0	480	780813.230494	9922160.699494	45	0
1	171	0	510	780784.230494	9922160.699494	30	0
1	171	0	540	780755.230494	9922160.699494	30	0
1	171	0	570	780726.230494	9922160.699494	30	0
1	171	0	615	780697.230494	9922189.699494	45	0
1	171	0	645	780668.230494	9922189.699494	30	0
1	171	0	675	780639.230494	9922189.699494	30	0
1	171	0	705	780610.230494	9922189.699494	30	0
1	171	0	734.99	780581.230494	9922189.699494	30	0
1	171	0	764.99	780552.230494	9922189.699494	30	0
1	171	0	794.99	780523.230494	9922189.699494	30	0
1	171	0	839.99	780494.230494	9922160.699494	45	0
1	171	0	869.99	780465.230494	9922160.699494	30	0
1	171	0	899.99	780436.230494	9922160.699494	30	0
1	171	0	929.99	780407.230494	9922160.699494	30	0
1	171	0	974.99	780378.230494	9922189.699494	45	0
1	171	0	1019.99	780349.230494	9922218.699494	45	0
1	171	0	1049.99	780320.230494	9922218.699494	30	0
1	171	0	1079.99	780291.230494	9922218.699494	30	0
1	171	0	1109.99	780262.230494	9922218.699494	30	0
1	171	0	1139.99	780233.230494	9922218.699494	30	0
1	171	0	1169.99	780204.230494	9922218.699494	30	0
1	171	0	1199.99	780175.230494	9922218.699494	30	0
1	171	0	1244.99	780146.230494	9922247.699494	45	0
1	171	0	1289.99	780117.230494	9922276.699494	45	0
1	171	0	1319.99	780088.230494	9922276.699494	30	0
1	171	0	1349.99	780030.230494	9922247.699494	30	0
1	171	0	1394.99	780001.230494	9922218.699494	45	0
1	171	0	1424.99	779972.230494	9922218.699494	30	0
1	171	0	1454.99	779943.230494	9922218.699494	30	0
1	171	0	1484.99	779914.230494	9922218.699494	30	0
1	171	0	1514.99	779885.230494	9922218.699494	30	0
1	171	0	1559.99	779856.230494	9922189.699494	45	0
1	171	0	1604.99	779827.230494	9922160.699494	45	0
1	171	0	1634.99	779798.230494	9922160.699494	30	0
1	171	0	1679.99	779769.230494	9922131.699494	45	0
1	171	0	1709.99	779740.230494	9922131.699494	30	0
1	171	0	1754.99	779711.230494	9922102.699494	45	0
1	171	0	1799.99	779682.230494	9922073.699494	45	0
1	171	0	1844.99	779653.230494	9922044.699494	45	0
1	171	0	1889.99	779624.230494	9922073.699494	45	0
1	171	0	1919.99	779595.230494	9922073.699494	30	0
1	171	0	1964.99	779566.230494	9922102.699494	45	0
1	171	0	2009.99	779537.230494	9922073.699494	45	0
1	171	0	2039.98	779508.230494	9922073.699494	30	0
1	171	0	2069.98	779479.230494	9922073.699494	30	0
1	171	0	2099.98	779450.230494	9922073.699494	30	0
1	171	0	2129.98	779421.230494	9922073.699494	30	0
1	171	0	2159.98	779392.230494	9922073.699494	30	0
1	171	0	2204.98	779363.230494	9922102.699494	45	0
1	171	0	2234.98	779334.230494	9922102.699494	30	0
1	171	0	2264.98	779305.230494	9922102.699494	30	0
1	171	0	2309.98	779276.230494	9922131.699494	45	0
1	171	0	2339.98	779247.230494	9922131.699494	30	0
1	171	0	2369.98	779218.230494	9922131.699494	30	0
1	171	0	2414.98	779189.230494	9922102.699494	45	0
1	171	0	2444.98	779160.230494	9922102.699494	30	0
1	171	0	2474.98	779131.230494	9922102.699494	30	0
1	171	0	2519.98	779102.230494	9922073.699494	45	0
1	171	0	2564.98	779073.230494	9922044.699494	45	0
1	171	0	2609.98	779044.230494	9922015.699494	45	0
1	171	0	2639.98	779015.230494	9922015.699494	30	0
1	171	0	2669.98	778986.230494	9922015.699494	30	0
1	171	0	2699.98	778957.230494	9922015.699494	30	0
1	171	0	2729.98	778928.230494	9922015.699494	30	0
1	171	0	2774.98	778899.230494	9921986.699494	45	0
1	171	0	2804.98	778870.230494	9921986.699494	30	0
1	171	0	2849.98	778841.230494	9921957.699494	45	0
1	171	0	2894.98	778812.230494	9921928.699494	45	0
1	171	0	2924.98	778783.230494	9921928.699494	30	0
1	171	0	2954.98	778754.230494	9921928.699494	30	0
1	171	0	2984.98	778725.230494	9921928.699494	30	0
1	171	0	3014.98	778696.230494	9921928.699494	30	0
1	171	0	3059.98	778667.230494	9921899.699494	45	0
1	171	0	3089.98	778638.230494	9921899.699494	30	0
1	171	0	3119.98	778609.230494	9921899.699494	30	0
1	171	0	3149.98	778580.230494	9921899.699494	30	0
1	171	0	3179.98	778551.230494	9921899.699494	30	0
1	171	0	3209.98	778522.230494	9921899.699494	30	0
1	171	0	3239.98	778493.230494	9921899.699494	30	0
1	171	0	3269.98	778464.230494	9921899.699494	30	0
1	171	0	3299.98	778435.230494	9921899.699494	30	0
1	171	0	3344.98	778406.230494	9921870.699494	45	0
1	171	0	3374.98	778377.230494	9921870.699494	30	0
1	171	0	3404.98	778348.230494	9921870.699494	30	0
1	171	0	3434.97	778319.230494	9921870.699494	30	0
1	171	0	3464.97	778290.230494	9921870.699494	30	0
1	171	0	3494.97	778261.230494	9921870.699494	30	0
1	171	0	3524.97	778232.230494	9921870.699494	30	0
1	171	0	3554.97	778203.230494	9921870.699494	30	0
1	171	0	3584.97	778174.230494	9921870.699494	30	0
1	171	0	3629.97	778145.230494	9921841.699494	45	0
1	171	0	3674.97	778116.230494	9921812.699494	45	0
1	171	0	3719.97	778087.230494	9921783.699494	45	0
1	171	0	3749.97	778058.230494	9921783.699494	30	0
1	171	0	3794.97	778029.230494	9921754.699494	45	0
1	171	0	3824.97	778000.230494	9921754.699494	30	0
1	171	0	3854.97	777971.230494	9921754.699494	30	0
1	171	0	3884.97	777942.230494	9921754.699494	30	0
1	171	0	3929.97	777913.230494	9921783.699494	45	0
1	171	0	3974.97	777884.230494	9921812.699494	45	0
1	171	0	4004.97	777855.230494	9921812.699494	30	0
1	171	0	4034.97	777826.230494	9921812.699494	30	0
1	171	0	4064.97	777797.230494	9921812.699494	30	0
1	171	0	4094.97	777768.230494	9921812.699494	30	0
1	171	0	4124.97	777739.230494	9921812.699494	30	0
1	171	0	4154.97	777710.230494	9921812.699494	30	0
1	171	0	4184.97	777681.230494	9921812.699494	30	0
1	171	0	4214.97	777652.230494	9921812.699494	30	0
1	171	0	4259.97	777623.230494	9921841.699494	45	0
1	171	0	4304.97	777594.230494	9921870.699494	45	0
1	171	0	4334.97	777565.230494	9921870.699494	30	0
1	171	0	4364.97	777536.230494	9921870.699494	30	0
1	171	0	4409.97	777507.230494	9921899.699494	45	0
1	171	0	4439.97	777478.230494	9921899.699494	30	0
1	171	0	4484.97	777449.230494	9921928.699494	45	0
1	171	0	4529.97	777420.230494	9921957.699494	45	0
1	171	0	4559.97	777391.230494	9921957.699494	30	0
1	171	0	4604.97	777362.230494	9921986.699494	45	0
1	171	0	4649.97	777333.230494	9922015.699494	45	0
1	171	0	4679.97	777304.230494	9922015.699494	30	0
1	171	0	4709.97	777275.230494	9922015.699494	30	0
1	171	0	4754.97	777246.230494	9922044.699494	45	0
1	171	0	4784.97	777217.230494	9922044.699494	30	0
1	171	0	4814.97	777188.230494	9922044.699494	30	0
1	171	0	4844.97	777159.230494	9922044.699494	30	0
1	171	0	4874.97	777130.230494	9922044.699494	30	0
1	171	0	4904.97	777101.230494	9922044.699494	30	0
1	171	0	4949.97	777072.230494	9922073.699494	45	0
1	171	0	4994.97	777014.230494	9922102.699494	45	0
1	171	0	5024.97	776985.230494	9922102.699494	30	0
1	171	0	5054.97	776956.230494	9922102.699494	30	0
1	171	0	5099.96	776927.230494	9922131.699494	45	0
1	171	0	5129.96	776898.230494	9922131.699494	30	0
1	171	0	5174.96	776869.230494	9922160.699494	45	0
1	171	0	5204.96	776840.230494	9922160.699494	30	0
1	171	0	5234.96	776811.230494	9922160.699494	30	0
1	171	0	5264.96	776782.230494	9922160.699494	30	0
1	171	0	5294.96	776753.230494	9922160.699494	30	0
1	171	0	5324.96	776724.230494	9922160.699494	30	0
1	171	0	5354.96	776695.230494	9922160.699494	30	0
1	171	0	5384.96	776666.230494	9922160.699494	30	0
1	171	0	5414.96	776637.230494	9922160.699494	30	0
1	171	0	5444.96	776608.230494	9922160.699494	30	0
1	171	0	5474.96	776579.230494	9922160.699494	30	0
1	171	0	5504.96	776550.230494	9922160.699494	30	0
1	171	0	5534.96	776521.230494	9922160.699494	30	0
1	171	0	5564.96	776492.230494	9922160.699494	30	0
1	171	0	5609.96	776463.230494	9922131.699494	45	0
1	171	0	5654.96	776434.230494	9922102.699494	45	0
1	171	0	5699.96	776405.230494	9922073.699494	45	0
1	171	0	5729.96	776376.230494	9922073.699494	30	0
1	171	0	5759.96	776347.230494	9922073.699494	30	0
1	171	0	5804.96	776318.230494	9922044.699494	45	0
1	171	0	5834.96	776289.230494	9922044.699494	30	0
1	171	0	5864.96	776260.230494	9922044.699494	30	0
1	171	0	5894.96	776231.230494	9922044.699494	30	0
1	171	0	5939.96	776202.230494	9922015.699494	45	0
1	171	0	5969.96	776173.230494	9922015.699494	30	0
1	171	0	5999.96	776144.230494	9922015.699494	30	0
1	171	0	6044.96	776115.230494	9921986.699494	45	0
1	171	0	6089.96	776086.230494	9921957.699494	45	0
1	171	0	6134.96	776057.230494	9921928.699494	45	0
1	171	0	6164.96	776028.230494	9921928.699494	30	0
1	171	0	6209.96	775999.230494	9921899.699494	45	0
1	171	0	6254.96	775970.230494	9921870.699494	45	0
1	171	0	6299.96	775941.230494	9921841.699494	45	0
1	171	0	6344.96	775912.230494	9921812.699494	45	0
1	171	0	6389.96	775883.230494	9921783.699494	45	0
1	171	0	6434.96	775854.230494	9921754.699494	45	0
1	171	0	6464.96	775825.230494	9921754.699494	30	0
1	171	0	6509.96	775796.230494	9921725.699494	45	0
1	171	0	6554.96	775767.230494	9921696.699494	45	0
1	171	0	6599.96	775738.230494	9921667.699494	45	0
1	171	0	6644.96	775709.230494	9921638.699494	45	0
1	171	0	6689.96	775680.230494	9921609.699494	45	0
1	171	0	6734.95	775651.230494	9921580.699494	45	0
1	171	0	6779.95	775622.230494	9921551.699494	45	0
1	171	0	6824.95	775593.230494	9921522.699494	45	0
1	171	0	6869.95	775564.230494	9921493.699494	45	0
1	171	0	6899.95	775564.230494	9921464.699494	30	0
1	171	0	6929.95	775564.230494	9921435.699494	30	0
1	171	0	6959.95	775564.230494	9921406.699494	30	0
1	171	0	6989.95	775564.230494	9921377.699494	30	0
1	171	0	7034.95	775535.230494	9921348.699494	45	0
1	171	0	7079.95	775506.230494	9921319.699494	45	0
1	171	0	7124.95	775477.230494	9921290.699494	45	0
1	171	0	7169.95	775448.230494	9921261.699494	45	0
1	171	0	7214.95	775419.230494	9921232.699494	45	0
1	171	0	7259.95	775390.230494	9921203.699494	45	0
1	171	0	7304.95	775361.230494	9921174.699494	45	0
1	171	0	7349.95	775332.230494	9921145.699494	45	0
1	171	0	7394.95	775303.230494	9921116.699494	45	0
1	171	0	7439.95	775274.230494	9921087.699494	45	0
1	171	0	7484.95	775245.230494	9921058.699494	45	0
1	171	0	7529.95	775216.230494	9921029.699494	45	0
1	171	0	7574.95	775187.230494	9921000.699494	45	0
1	171	0	7619.95	775158.230494	9920971.699494	45	0
1	171	0	7664.95	775129.230494	9920942.699494	45	0
1	171	0	7709.95	775100.230494	9920913.699494	45	0
1	171	0	7754.94	775071.230494	9920884.699494	45	0
1	171	0	7799.94	775042.230494	9920855.699494	45	0
1	171	0	7844.94	775013.230494	9920826.699494	45	0
1	171	0	7889.94	774984.230494	9920797.699494	45	0
1	171	0	7934.94	774955.230494	9920768.699494	45	0
1	171	0	7979.94	774926.230494	9920739.699494	45	0
1	171	0	8024.94	774897.230494	9920710.699494	45	0
1	171	0	8069.94	774868.230494	9920681.699494	45	0
1	171	0	8114.94	774839.230494	9920652.699494	45	0
1	171	0	8159.94	774810.230494	9920623.699494	45	0
1	171	0	8204.94	774781.230494	9920594.699494	45	0
1	171	0	8249.94	774752.230494	9920565.699494	45	0
1	171	0	8294.94	774723.230494	9920536.699494	45	0
1	171	0	8339.94	774694.230494	9920507.699494	45	0
1	171	0	8384.94	774665.230494	9920478.699494	45	0
1	171	0	8429.94	774636.230494	9920449.699494	45	0
1	171	0	8474.94	774607.230494	9920420.699494	45	0
1	171	0	8519.94	774578.230494	9920391.699494	45	0
1	171	0	8564.94	774549.230494	9920362.699494	45	0
1	171	0	8609.94	774520.230494	9920333.699494	45	0
1	171	0	8654.94	774491.230494	9920304.699494	45	0
1	171	0	8699.94	774462.230494	9920275.699494	45	0
1	171	0	8744.94	774433.230494	9920246.699494	45	0
1	171	0	8789.94	774404.230494	9920217.699494	45	0
1	171	0	8834.94	774375.230494	9920188.699494	45	0
1	171	0	8879.94	774346.230494	9920159.699494	45	0
1	171	0	8924.94	774317.230494	9920130.699494	45	0
1	171	0	8969.94	774288.230494	9920101.699494	45	0
1	171	0	9014.94	774259.230494	9920072.699494	45	0
1	171	0	9059.94	774230.230494	9920043.699494	45	0
1	171	0	9104.94	774201.230494	9920014.699494	45	0
1	171	0	9149.94	774172.230494	9919985.699494	45	0
1	171	0	9179.94	774143.230494	9919985.699494	30	0
1	171	0	9224.94	774114.230494	9919956.699494	45	0
1	171	0	9254.94	774085.230494	9919956.699494	30	0
1	171	0	9284.94	774056.230494	9919956.699494	30	0
1	171	0	9329.94	774027.230494	9919927.699494	45	0
1	171	0	9374.94	773998.230494	9919898.699494	45	0
1	171	0	9404.94	773969.230494	9919898.699494	30	0
1	171	0	9434.94	773940.230494	9919898.699494	30	0
1	171	0	9464.94	773911.230494	9919898.699494	30	0
1	171	0	9494.94	773882.230494	9919898.699494	30	0
1	171	0	9524.94	773882.230494	9919869.699494	30	0
1	171	0	9554.94	773882.230494	9919840.699494	30	0
1	171	0	9584.94	773882.230494	9919811.699494	30	0
1	171	0	9614.94	773882.230494	9919782.699494	30	0
1	171	0	9644.94	773882.230494	9919753.699494	30	0
1	171	0	9689.94	773853.230494	9919724.699494	45	0
1	171	0	9719.94	773853.230494	9919695.699494	30	0
1	171	0	9749.94	773853.230494	9919666.699494	30	0
1	171	0	9779.94	773853.230494	9919637.699494	30	0
1	171	0	9824.94	773824.230494	9919608.699494	45	0
1	171	0	9854.94	773824.230494	9919579.699494	30	0
1	171	0	9899.94	773795.230494	9919550.699494	45	0
1	171	0	9929.94	773795.230494	9919521.699494	30	0
1	171	0	9974.94	773766.230494	9919492.699494	45	0
1	171	0	10004.94	773766.230494	9919463.699494	30	0
1	171	0	10049.94	773737.230494	9919434.699494	45	0
1	171	0	10094.94	773708.230494	9919405.699494	45	0
1	171	0	10124.94	773708.230494	9919376.699494	30	0
1	171	0	10169.94	773679.230494	9919347.699494	45	0
1	171	0	10214.94	773650.230494	9919318.699494	45	0
1	171	0	10244.94	773650.230494	9919289.699494	30	0
1	171	0	10274.94	773650.230494	9919260.699494	30	0
1	171	0	10304.94	773650.230494	9919231.699494	30	0
1	171	0	10334.94	773650.230494	9919202.699494	30	0
1	171	0	10364.94	773650.230494	9919173.699494	30	0
1	171	0	10394.94	773650.230494	9919144.699494	30	0
1	171	0	10424.94	773650.230494	9919115.699494	30	0
1	171	0	10454.94	773650.230494	9919086.699494	30	0
1	171	0	10484.94	773650.230494	9919057.699494	30	0
1	171	0	10529.94	773679.230494	9919028.699494	45	0
1	171	0	10574.94	773708.230494	9918999.699494	45	0
1	171	0	10619.94	773737.230494	9918970.699494	45	0
1	171	0	10664.94	773766.230494	9918941.699494	45	0
1	171	0	10694.94	773766.230494	9918912.699494	30	0
1	171	0	10724.94	773766.230494	9918883.699494	30	0
1	171	0	10754.94	773766.230494	9918854.699494	30	0
1	171	0	10784.94	773737.230494	9918854.699494	30	0
1	171	0	10814.94	773737.230494	9918825.699494	30	0
1	171	0	10844.94	773737.230494	9918796.699494	30	0
1	171	0	10889.94	773708.230494	9918767.699494	45	0
1	171	0	10934.94	773679.230494	9918738.699494	45	0
1	171	0	10964.94	773679.230494	9918709.699494	30	0
1	171	0	11009.94	773650.230494	9918680.699494	45	0
1	171	0	11039.94	773650.230494	9918651.699494	30	0
1	171	0	11084.94	773621.230494	9918622.699494	45	0
1	171	0	11114.94	773621.230494	9918593.699494	30	0
1	171	0	11144.94	773621.230494	9918564.699494	30	0
1	171	0	11189.94	773592.230494	9918535.699494	45	0
1	171	0	11234.94	773563.230494	9918506.699494	45	0
1	171	0	11279.94	773534.230494	9918477.699494	45	0
1	171	0	11324.94	773505.230494	9918448.699494	45	0
1	171	0	11369.94	773476.230494	9918419.699494	45	0
1	171	0	11414.94	773447.230494	9918390.699494	45	0
1	171	0	11444.94	773418.230494	9918390.699494	30	0
1	171	0	11474.94	773389.230494	9918390.699494	30	0
1	171	0	11519.94	773360.230494	9918361.699494	45	0
1	171	0	11564.94	773331.230494	9918332.699494	45	0
1	171	0	11594.94	773331.230494	9918303.699494	30	0
1	171	0	11639.94	773302.230494	9918274.699494	45	0
1	171	0	11669.94	773302.230494	9918245.699494	30	0
1	171	0	11699.94	773302.230494	9918216.699494	30	0
1	171	0	11744.94	773273.230494	9918187.699494	45	0
1	171	0	11774.94	773273.230494	9918158.699494	30	0
1	171	0	11804.94	773273.230494	9918129.699494	30	0
1	171	0	11834.94	773273.230494	9918100.699494	30	0
1	171	0	11864.94	773273.230494	9918071.699494	30	0
1	171	0	11909.94	773244.230494	9918042.699494	45	0
1	171	0	11939.94	773244.230494	9918013.699494	30	0
1	171	0	11969.94	773244.230494	9917984.699494	30	0
1	171	0	11999.94	773244.230494	9917955.699494	30	0
1	171	0	12029.94	773244.230494	9917926.699494	30	0
1	171	0	12059.94	773244.230494	9917897.699494	30	0
1	171	0	12089.94	773244.230494	9917868.699494	30	0
1	171	0	12119.94	773244.230494	9917839.699494	30	0
1	171	0	12149.94	773244.230494	9917810.699494	30	0
1	171	0	12179.94	773244.230494	9917781.699494	30	0
1	171	0	12209.94	773244.230494	9917752.699494	30	0
1	171	0	12239.94	773244.230494	9917723.699494	30	0
1	171	0	12284.94	773273.230494	9917694.699494	45	0
1	171	0	12329.94	773302.230494	9917665.699494	45	0
1	171	0	12374.94	773331.230494	9917636.699494	45	0
1	171	0	12419.94	773360.230494	9917607.699494	45	0
1	171	0	12464.94	773389.230494	9917578.699494	45	0
1	171	0	12509.94	773360.230494	9917549.699494	45	0
1	171	0	12554.94	773331.230494	9917520.699494	45	0
1	171	0	12599.94	773360.230494	9917491.699494	45	0
1	171	0	12644.94	773418.230494	9917520.699494	45	0
1	171	0	12689.94	773389.230494	9917491.699494	45	0
1	171	0	12719.94	773331.230494	9917462.699494	30	0
1	171	0	12749.94	773302.230494	9917462.699494	30	0
1	171	0	12794.94	773273.230494	9917404.699494	45	0
1	171	0	12824.94	773244.230494	9917404.699494	30	0
1	171	0	12854.94	773215.230494	9917404.699494	30	0
1	171	0	12899.94	773186.230494	9917433.699494	45	0
1	171	0	12929.94	773157.230494	9917433.699494	30	0
1	171	0	12974.94	773128.230494	9917404.699494	45	0
1	171	0	13019.94	773099.230494	9917375.699494	45	0
1	171	0	13064.94	773128.230494	9917346.699494	45	0
1	171	0	13094.94	773157.230494	9917375.699494	30	0
1	171	0	13139.94	773128.230494	9917317.699494	45	0
1	171	0	13169.94	773099.230494	9917317.699494	30	0
1	171	0	13199.94	773070.230494	9917317.699494	30	0
1	171	0	13244.94	773041.230494	9917288.699494	45	0
1	171	0	13289.94	773012.230494	9917259.699494	45	0
1	171	0	13334.94	772983.230494	9917230.699494	45	0
1	171	0	13364.94	772983.230494	9917201.699494	30	0
1	171	0	13409.94	772954.230494	9917172.699494	45	0
1	171	0	13439.94	772954.230494	9917143.699494	30	0
1	171	0	13469.94	772954.230494	9917114.699494	30	0
1	171	0	13514.94	772925.230494	9917085.699494	45	0
1	171	0	13559.94	772896.230494	9917056.699494	45	0
1	171	0	13604.94	772867.230494	9917027.699494	45	0
1	171	0	13649.94	772838.230494	9916998.699494	45	0
1	171	0	13694.94	772809.230494	9916969.699494	45	0
1	171	0	13739.94	772780.230494	9916940.699494	45	0
1	171	0	13769.94	772751.230494	9916940.699494	30	0
1	171	0	13799.94	772722.230494	9916940.699494	30	0
1	171	0	13829.94	772722.230494	9916911.699494	30	0
1	171	0	13859.94	772693.230494	9916911.699494	30	0
1	171	0	13904.94	772664.230494	9916882.699494	45	0
1	171	0	13934.94	772635.230494	9916882.699494	30	0
1	171	0	13964.94	772606.230494	9916882.699494	30	0
1	171	0	14009.94	772577.230494	9916853.699494	45	0
1	171	0	14054.94	772548.230494	9916824.699494	45	0
1	171	0	14099.94	772519.230494	9916795.699494	45	0
1	171	0	14144.94	772490.230494	9916766.699494	45	0
1	171	0	14174.94	772461.230494	9916766.699494	30	0
1	171	0	14219.94	772432.230494	9916737.699494	45	0
1	171	0	14264.94	772403.230494	9916766.699494	45	0
1	171	0	14309.94	772345.230494	9916737.699494	45	0
1	171	0	14354.94	772316.230494	9916708.699494	45	0
1	171	0	14384.94	772287.230494	9916708.699494	30	0
1	171	0	14429.94	772258.230494	9916679.699494	45	0
1	171	0	14474.94	772229.230494	9916650.699494	45	0
1	171	0	14519.94	772258.230494	9916621.699494	45	0
1	171	0	14564.94	772229.230494	9916592.699494	45	0
1	171	0	14609.94	772200.230494	9916563.699494	45	0
1	171	0	14639.94	772171.230494	9916563.699494	30	0
1	171	0	14684.94	772142.230494	9916534.699494	45	0
1	171	0	14729.94	772113.230494	9916505.699494	45	0
1	171	0	14759.94	772142.230494	9916505.699494	30	0
1	171	0	14804.94	772171.230494	9916534.699494	45	0
1	171	0	14849.94	772200.230494	9916534.699494	45	0
1	171	0	14894.94	772171.230494	9916505.699494	45	0
1	171	0	14939.94	772142.230494	9916476.699494	45	0
1	171	0	14969.94	772113.230494	9916476.699494	30	0
1	171	0	14999.94	772084.230494	9916476.699494	30	0
1	171	0	15044.94	772055.230494	9916447.699494	45	0
1	171	0	15074.94	772026.230494	9916447.699494	30	0
1	171	0	15104.94	771997.230494	9916447.699494	30	0
1	171	0	15149.94	771968.230494	9916418.699494	45	0
1	171	0	15179.94	771939.230494	9916418.699494	30	0
1	171	0	15209.94	771910.230494	9916418.699494	30	0
1	171	0	15239.94	771910.230494	9916389.699494	30	0
1	171	0	15284.94	771881.230494	9916360.699494	45	0
1	171	0	15314.94	771881.230494	9916331.699494	30	0
1	171	0	15359.94	771852.230494	9916302.699494	45	0
1	171	0	15389.94	771852.230494	9916273.699494	30	0
1	171	0	15434.94	771823.230494	9916244.699494	45	0
1	171	0	15464.94	771823.230494	9916215.699494	30	0
1	171	0	15509.94	771794.230494	9916186.699494	45	0
1	171	0	15539.94	771765.230494	9916186.699494	30	0
1	171	0	15584.94	771736.230494	9916157.699494	45	0
1	171	0	15614.94	771707.230494	9916157.699494	30	0
1	171	0	15644.94	771678.230494	9916157.699494	30	0
1	171	0	15689.94	771649.230494	9916128.699494	45	0
1	171	0	15719.94	771620.230494	9916128.699494	30	0
1	171	0	15764.94	771591.230494	9916099.699494	45	0
1	171	0	15809.94	771562.230494	9916070.699494	45	0
1	171	0	15854.94	771533.230494	9916041.699494	45	0
1	171	0	15899.94	771504.230494	9916012.699494	45	0
1	171	0	15929.94	771475.230494	9916012.699494	30	0
1	171	0	15959.94	771446.230494	9916012.699494	30	0
1	171	0	16004.94	771417.230494	9915983.699494	45	0
1	171	0	16049.94	771388.230494	9915954.699494	45	0
1	171	0	16079.94	771388.230494	9915925.699494	30	0
1	171	0	16109.94	771388.230494	9915896.699494	30	0
1	171	0	16154.94	771359.230494	9915867.699494	45	0
1	171	0	16184.94	771359.230494	9915838.699494	30	0
1	171	0	16229.94	771330.230494	9915809.699494	45	0
1	171	0	16259.94	771301.230494	9915809.699494	30	0
1	171	0	16289.94	771301.230494	9915780.699494	30	0
1	171	0	16319.94	771301.230494	9915751.699494	30	0
1	171	0	16349.94	771301.230494	9915722.699494	30	0
1	171	0	16379.94	771301.230494	9915693.699494	30	0
1	171	0	16409.94	771301.230494	9915664.699494	30	0
1	171	0	16439.94	771301.230494	9915635.699494	30	0
1	171	0	16469.94	771330.230494	9915635.699494	30	0
1	171	0	16499.94	771330.230494	9915664.699494	30	0
1	171	0	16529.94	771330.230494	9915693.699494	30	0
1	171	0	16574.94	771359.230494	9915664.699494	45	0
1	171	0	16604.94	771359.230494	9915635.699494	30	0
1	171	0	16634.94	771359.230494	9915606.699494	30	0
1	171	0	16664.94	771330.230494	9915606.699494	30	0
1	171	0	16694.94	771301.230494	9915606.699494	30	0
1	171	0	16724.94	771301.230494	9915577.699494	30	0
1	171	0	16754.94	771272.230494	9915577.699494	30	0
1	171	0	16784.94	771243.230494	9915577.699494	30	0
1	171	0	16814.94	771214.230494	9915577.699494	30	0
1	171	0	16844.94	771214.230494	9915548.699494	30	0
1	171	0	16874.94	771185.230494	9915548.699494	30	0
1	171	0	16919.94	771156.230494	9915519.699494	45	0
1	171	0	16949.94	771127.230494	9915519.699494	30	0
1	171	0	16994.94	771098.230494	9915490.699494	45	0
1	171	0	17024.94	771069.230494	9915490.699494	30	0
1	171	0	17069.94	771040.230494	9915461.699494	45	0
1	171	0	17114.94	771011.230494	9915432.699494	45	0
1	171	0	17144.94	770982.230494	9915432.699494	30	0
1	171	0	17174.94	770953.230494	9915432.699494	30	0
1	171	0	17219.94	770924.230494	9915403.699494	45	0
1	171	0	17249.94	770895.230494	9915403.699494	30	0
1	171	0	17294.94	770866.230494	9915374.699494	45	0
1	171	0	17339.94	770837.230494	9915345.699494	45	0
1	171	0	17384.94	770808.230494	9915316.699494	45	0
1	171	0	17429.94	770779.230494	9915287.699494	45	0
1	171	0	17474.94	770750.230494	9915258.699494	45	0
1	171	0	17519.94	770721.230494	9915229.699494	45	0
1	171	0	17549.94	770692.230494	9915229.699494	30	0
1	171	0	17594.94	770663.230494	9915200.699494	45	0
1	171	0	17639.94	770634.230494	9915171.699494	45	0
1	171	0	17684.94	770605.230494	9915142.699494	45	0
1	171	0	17714.94	770576.230494	9915142.699494	30	0
1	171	0	17759.94	770547.230494	9915113.699494	45	0
1	171	0	17789.94	770547.230494	9915084.699494	30	0
1	171	0	17819.94	770518.230494	9915084.699494	30	0
1	171	0	17849.94	770518.230494	9915055.699494	30	0
1	171	0	17879.94	770489.230494	9915055.699494	30	0
1	171	0	17909.94	770489.230494	9915026.699494	30	0
1	171	0	17954.94	770460.230494	9914997.699494	45	0
1	171	0	17984.94	770431.230494	9914997.699494	30	0
1	171	0	18014.94	770431.230494	9914968.699494	30	0
1	171	0	18059.94	770402.230494	9914939.699494	45	0
1	171	0	18089.94	770373.230494	9914939.699494	30	0
1	171	0	18119.94	770373.230494	9914910.699494	30	0
1	171	0	18149.94	770344.230494	9914910.699494	30	0
1	171	0	18194.94	770315.230494	9914881.699494	45	0
1	171	0	18239.94	770286.230494	9914852.699494	45	0
1	171	0	18269.94	770257.230494	9914852.699494	30	0
1	171	0	18314.94	770228.230494	9914823.699494	45	0
1	171	0	18359.94	770199.230494	9914794.699494	45	0
1	171	0	18389.94	770170.230494	9914794.699494	30	0
1	171	0	18434.94	770141.230494	9914823.699494	45	0
1	171	0	18464.94	770141.230494	9914852.699494	30	0
1	171	0	18509.94	770112.230494	9914881.699494	45	0
1	171	0	18539.94	770083.230494	9914881.699494	30	0
1	171	0	18569.94	770083.230494	9914852.699494	30	0
